stdDev,area,ID_hormone,lon,lat,system:index
0.06644770808382242,Durham,116,-78.954787,36.007553,00000000000000000029
0.06953364322535223,Durham,114,-78.950851,35.997064,00000000000000000027
0.05403323665482883,Durham,113,-78.968051,36.008659,00000000000000000026
0.0942577586215625,Durham,35,-78.945084,36.003242,0000000000000000001d
0.0942577586215625,Durham,40,-78.945084,36.003242,0000000000000000001e
0.0942577586215625,Durham,41,-78.945084,36.003242,0000000000000000001f
0.0942577586215625,Durham,42,-78.945084,36.003242,00000000000000000020
0.0942577586215625,Durham,43,-78.945084,36.003242,00000000000000000021
0.0942577586215625,Durham,44,-78.945084,36.003242,00000000000000000022
0.0942577586215625,Durham,45,-78.945084,36.003242,00000000000000000023
0.0942577586215625,Durham,49,-78.945084,36.003242,00000000000000000024
0.0942577586215625,Durham,52,-78.945084,36.003242,00000000000000000025
0.06872603037180526,Durham,115,-78.941763,35.923553,00000000000000000028
0.023497159477467066,Guelph,138,-80.23725,43.524651,0000000000000000003f
0.023497159477467066,Guelph,139,-80.23725,43.524651,00000000000000000040
0.023497159477467066,Guelph,140,-80.23725,43.524651,00000000000000000041
0.023497159477467066,Guelph,141,-80.23725,43.524651,00000000000000000042
0.023497159477467066,Guelph,142,-80.23725,43.524651,00000000000000000043
0.023497159477467066,Guelph,143,-80.23725,43.524651,00000000000000000044
0.023497159477467066,Guelph,172,-80.23725,43.524651,00000000000000000061
0.023497159477467066,Guelph,173,-80.23725,43.524651,00000000000000000062
0.023497159477467066,Guelph,174,-80.23725,43.524651,00000000000000000063
0.023497159477467066,Guelph,175,-80.23725,43.524651,00000000000000000064
0.023497159477467066,Guelph,176,-80.23725,43.524651,00000000000000000065
0.04643400262223488,Guelph,117,-80.151714,43.539228,0000000000000000002a
0.04643400262223488,Guelph,118,-80.151714,43.539228,0000000000000000002b
0.04643400262223488,Guelph,119,-80.151714,43.539228,0000000000000000002c
0.04643400262223488,Guelph,120,-80.151714,43.539228,0000000000000000002d
