stdDev,lon,region,lat,system:index,sample_id
0.06778928741500677,-78.95552,duke,36.051352,00000000000000000094,102
0.08172577357114584,-78.964278,duke,36.044053,00000000000000000095,74
0.10418569389983358,-78.960796,duke,35.90014,0000000000000000007c,107
0.07411500895785629,-79.0105293319,duke,35.9766685633,00000000000000000080,101
0.11681656144130487,-78.9477304369,duke,35.9955420671,00000000000000000085,110
0.10660372587340398,-78.942688,duke,36.00164,00000000000000000076,68
0.0703539324318582,-79.009271,duke,35.976537,00000000000000000081,69
0.07896576085424789,-78.988176,duke,35.989584,00000000000000000087,92
0.058259723583923756,-78.9546900988,duke,36.0088340146,00000000000000000000,100
0.06869311785592494,-79.0114902332,duke,35.9767198436,0000000000000000007d,108
0.06254297147037545,-78.992227,duke,35.986113,00000000000000000093,111
0.057285320267975975,-78.9701248705,duke,36.0482808501,00000000000000000004,84
0.07086562592402043,-78.9672596008,duke,36.0158700687,0000000000000000008b,98
0.06550836384533647,-78.9667245,duke,36.01409077,00000000000000000088,93
0.10269313368719882,-78.9465888217,duke,36.0011927408,00000000000000000079,91
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000066,66
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000067,70
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000068,97
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000069,79
0.01915408699940593,-79.014674,duke,35.982532,0000000000000000006a,95
0.01915408699940593,-79.014674,duke,35.982532,0000000000000000006b,63
0.01915408699940593,-79.014674,duke,35.982532,0000000000000000006c,59
0.01915408699940593,-79.014674,duke,35.982532,0000000000000000006d,64
0.01915408699940593,-79.014674,duke,35.982532,0000000000000000006e,58
0.01915408699940593,-79.014674,duke,35.982532,0000000000000000006f,87
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000070,105
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000071,55
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000072,80
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000073,106
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000074,88
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000075,86
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000061,109
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000062,78
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000063,90
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000064,73
0.01915408699940593,-79.014674,duke,35.982532,00000000000000000065,67
0.06788826362692257,-78.949928,duke,36.002446,00000000000000000083,103
0.06788826362692257,-78.949928,duke,36.002446,00000000000000000084,81
0.06955210207533968,-78.994432725,duke,35.9845845957,0000000000000000008e,56
0.07614449534840964,-79.027912,duke,36.032358,0000000000000000007f,75
0.074290435418275,-78.9984825253,duke,35.9811102886,0000000000000000007b,104
0.05007647224106339,-79.0156446397,duke,35.9776119523,0000000000000000007e,77
0.08768462441633426,-78.944274,duke,36.000135,00000000000000000078,82
0.06769552199575571,-78.95473,duke,36.007412,0000000000000000008d,71
0.07079382463139082,-78.9671734348,duke,36.0152430761,0000000000000000008c,99
0.06528065863196966,-78.954719,duke,36.006292,00000000000000000091,94
0.09219200184538359,-78.94265,duke,36.001908,00000000000000000060,83
0.05126132757239575,-78.9546538889,duke,36.0053162945,0000000000000000008f,76
0.05126132757239575,-78.9546538889,duke,36.0053162945,00000000000000000090,96
0.05299395953140652,-78.967409,duke,36.008667,0000000000000000007a,65
0.057946087750911715,-79.0608499199,duke,36.0257307151,00000000000000000086,85
0.06365131918113044,-79.011758,duke,35.976678,00000000000000000082,62
0.0782419788327113,-78.9881365746,duke,35.9896389701,00000000000000000089,57
0.0660502858512841,-78.959875,duke,36.016182,00000000000000000001,1a
0.0660502858512841,-78.959875,duke,36.016182,00000000000000000002,1b
0.0660502858512841,-78.959875,duke,36.016182,00000000000000000003,1c
0.09895253938739189,-78.9412743598,duke,35.9992723384,00000000000000000077,61
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000048,9
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000049,11
0.09243277838933904,-78.941133,duke,36.002672,0000000000000000004a,10
0.09243277838933904,-78.941133,duke,36.002672,0000000000000000004b,14
0.09243277838933904,-78.941133,duke,36.002672,0000000000000000004c,16
0.09243277838933904,-78.941133,duke,36.002672,0000000000000000004d,12
0.09243277838933904,-78.941133,duke,36.002672,0000000000000000004e,28
0.09243277838933904,-78.941133,duke,36.002672,0000000000000000004f,23
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000050,18
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000051,19
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000052,17
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000053,22
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000054,47
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000055,36
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000056,46
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000057,33
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000058,54
0.09243277838933904,-78.941133,duke,36.002672,00000000000000000059,32
0.09243277838933904,-78.941133,duke,36.002672,0000000000000000005a,34
