mean,lon,region,lat,system:index,sample_id
-0.13562745987404193,-78.94265,duke,36.001908,00000000000000000060,83
-0.1591520442500062,-78.9546538889,duke,36.0053162945,0000000000000000008f,76
-0.1591520442500062,-78.9546538889,duke,36.0053162945,00000000000000000090,96
-0.2999387357655554,-78.967409,duke,36.008667,0000000000000000007a,65
-0.3346136744765635,-79.0608499199,duke,36.0257307151,00000000000000000086,85
-0.3051024646427056,-79.011758,duke,35.976678,00000000000000000082,62
-0.2532983483215823,-78.9881365746,duke,35.9896389701,00000000000000000089,57
-0.2623758326669471,-78.959875,duke,36.016182,00000000000000000001,1a
-0.2623758326669471,-78.959875,duke,36.016182,00000000000000000002,1b
-0.2623758326669471,-78.959875,duke,36.016182,00000000000000000003,1c
-0.17546320191069942,-78.9412743598,duke,35.9992723384,00000000000000000077,61
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000048,9
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000049,11
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000004a,10
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000004b,14
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000004c,16
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000004d,12
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000004e,28
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000004f,23
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000050,18
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000051,19
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000052,17
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000053,22
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000054,47
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000055,36
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000056,46
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000057,33
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000058,54
-0.17734116704383113,-78.941133,duke,36.002672,00000000000000000059,32
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000005a,34
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000005b,48
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000005c,6
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000005d,1
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000005e,4
-0.17734116704383113,-78.941133,duke,36.002672,0000000000000000005f,2
-0.21190966218093998,-78.9577957615,duke,36.0184954104,0000000000000000008a,72
-0.24920246332282128,-78.9663976058,duke,36.0117595424,00000000000000000092,60
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,0000000000000000000c,H316
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,0000000000000000000d,H317
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,0000000000000000000e,H303
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,0000000000000000000f,H294
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,00000000000000000010,H299
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,00000000000000000011,H312
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,00000000000000000012,H296
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,0000000000000000002e,H319
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,0000000000000000002f,H314
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,00000000000000000030,H315
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,00000000000000000031,H310
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,00000000000000000032,H305
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,00000000000000000033,H311
-0.18861833339625061,-80.26282508895763,guelph,43.55096438521732,00000000000000000034,H332
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,0000000000000000001a,H182
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,0000000000000000001b,H186
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,0000000000000000001c,H181
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,0000000000000000001d,H180
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,0000000000000000001e,H185
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,0000000000000000001f,H190
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,0000000000000000003c,H184
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,0000000000000000003d,H191
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,0000000000000000003e,H178
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,0000000000000000003f,H176
-0.25846644025837934,-80.23736007053623,guelph,43.525028039125935,00000000000000000040,H179
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,00000000000000000005,H237
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,00000000000000000006,H168
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,00000000000000000007,H171
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,00000000000000000008,H172
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,00000000000000000009,H175
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,0000000000000000000a,H173
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,0000000000000000000b,H169
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,00000000000000000027,H170
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,00000000000000000028,H165
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,00000000000000000029,H239
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,0000000000000000002a,H161
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,0000000000000000002b,H162
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,0000000000000000002c,H236
-0.12619745781552485,-80.15648145973384,guelph,43.545354627848894,0000000000000000002d,H166
-0.18659724221062332,-80.24286183190006,guelph,43.53630097728895,00000000000000000013,H3
-0.18659724221062332,-80.24286183190006,guelph,43.53630097728895,00000000000000000017,H1
-0.18659724221062332,-80.24286183190006,guelph,43.53630097728895,00000000000000000018,H8
-0.18659724221062332,-80.24286183190006,guelph,43.53630097728895,00000000000000000019,H6
-0.18659724221062332,-80.24286183190006,guelph,43.53630097728895,00000000000000000035,H28
-0.18659724221062332,-80.24286183190006,guelph,43.53630097728895,00000000000000000036,H5
-0.18659724221062332,-80.24286183190006,guelph,43.53630097728895,00000000000000000038,H9
-0.18659724221062332,-80.24286183190006,guelph,43.53630097728895,0000000000000000003b,H7
-0.1418946646502979,-80.24435393189874,guelph,43.53896579088384,00000000000000000014,H66
-0.1418946646502979,-80.24435393189874,guelph,43.53896579088384,00000000000000000015,H61
-0.1418946646502979,-80.24435393189874,guelph,43.53896579088384,00000000000000000016,H58
-0.1418946646502979,-80.24435393189874,guelph,43.53896579088384,00000000000000000037,H53
-0.1418946646502979,-80.24435393189874,guelph,43.53896579088384,00000000000000000039,H49
-0.1418946646502979,-80.24435393189874,guelph,43.53896579088384,0000000000000000003a,H57
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000020,H276
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000021,H279
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000022,H283
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000023,H278
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000024,H291
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000025,H285
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000026,H284
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000041,H281
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000042,H282
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000043,H286
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000044,H275
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000045,H289
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000046,H290
-0.05984139224036728,-83.06595320182905,detroit,42.304948650752614,00000000000000000047,H280
