mean,area,ID_hormone,lon,lat,system:index
0.36772020242756864,Durham,116,-78.954787,36.007553,00000000000000000029
0.5097357668789952,Durham,114,-78.950851,35.997064,00000000000000000027
0.3818274214917512,Durham,113,-78.968051,36.008659,00000000000000000026
0.382005463535687,Durham,35,-78.945084,36.003242,0000000000000000001d
0.382005463535687,Durham,40,-78.945084,36.003242,0000000000000000001e
0.382005463535687,Durham,41,-78.945084,36.003242,0000000000000000001f
0.382005463535687,Durham,42,-78.945084,36.003242,00000000000000000020
0.382005463535687,Durham,43,-78.945084,36.003242,00000000000000000021
0.382005463535687,Durham,44,-78.945084,36.003242,00000000000000000022
0.382005463535687,Durham,45,-78.945084,36.003242,00000000000000000023
0.382005463535687,Durham,49,-78.945084,36.003242,00000000000000000024
0.382005463535687,Durham,52,-78.945084,36.003242,00000000000000000025
0.42752368722092066,Durham,115,-78.941763,35.923553,00000000000000000028
0.3794518875418769,Guelph,138,-80.23725,43.524651,0000000000000000003f
0.3794518875418769,Guelph,139,-80.23725,43.524651,00000000000000000040
0.3794518875418769,Guelph,140,-80.23725,43.524651,00000000000000000041
0.3794518875418769,Guelph,141,-80.23725,43.524651,00000000000000000042
0.3794518875418769,Guelph,142,-80.23725,43.524651,00000000000000000043
0.3794518875418769,Guelph,143,-80.23725,43.524651,00000000000000000044
0.3794518875418769,Guelph,172,-80.23725,43.524651,00000000000000000061
0.3794518875418769,Guelph,173,-80.23725,43.524651,00000000000000000062
0.3794518875418769,Guelph,174,-80.23725,43.524651,00000000000000000063
0.3794518875418769,Guelph,175,-80.23725,43.524651,00000000000000000064
0.3794518875418769,Guelph,176,-80.23725,43.524651,00000000000000000065
0.49823583120685183,Guelph,117,-80.151714,43.539228,0000000000000000002a
0.49823583120685183,Guelph,118,-80.151714,43.539228,0000000000000000002b
0.49823583120685183,Guelph,119,-80.151714,43.539228,0000000000000000002c
0.49823583120685183,Guelph,120,-80.151714,43.539228,0000000000000000002d
0.49823583120685183,Guelph,121,-80.151714,43.539228,0000000000000000002e
0.49823583120685183,Guelph,122,-80.151714,43.539228,0000000000000000002f
0.49823583120685183,Guelph,123,-80.151714,43.539228,00000000000000000030
0.49823583120685183,Guelph,151,-80.151714,43.539228,0000000000000000004c
0.49823583120685183,Guelph,152,-80.151714,43.539228,0000000000000000004d
0.49823583120685183,Guelph,153,-80.151714,43.539228,0000000000000000004e
0.49823583120685183,Guelph,154,-80.151714,43.539228,0000000000000000004f
0.49823583120685183,Guelph,155,-80.151714,43.539228,00000000000000000050
0.49823583120685183,Guelph,156,-80.151714,43.539228,00000000000000000051
0.49823583120685183,Guelph,157,-80.151714,43.539228,00000000000000000052
0.1734567715396014,Guelph,F17,-80.226533,43.53101,0000000000000000000e
0.1734567715396014,Guelph,F22,-80.226533,43.53101,0000000000000000000f
0.1734567715396014,Guelph,F25,-80.226533,43.53101,00000000000000000010
0.1734567715396014,Guelph,F34,-80.226533,43.53101,00000000000000000011
0.1734567715396014,Guelph,F45,-80.226533,43.53101,00000000000000000012
0.1734567715396014,Guelph,F46,-80.226533,43.53101,00000000000000000013
0.1734567715396014,Guelph,F48,-80.226533,43.53101,00000000000000000014
0.1734567715396014,Guelph,F51,-80.226533,43.53101,00000000000000000015
0.1734567715396014,Guelph,F57,-80.226533,43.53101,00000000000000000016
0.1734567715396014,Guelph,F61,-80.226533,43.53101,00000000000000000017
0.1734567715396014,Guelph,F66,-80.226533,43.53101,00000000000000000018
0.1734567715396014,Guelph,F68,-80.226533,43.53101,00000000000000000019
0.1734567715396014,Guelph,F72,-80.226533,43.53101,0000000000000000001a
0.1734567715396014,Guelph,F77,-80.226533,43.53101,0000000000000000001b
0.1734567715396014,Guelph,F80,-80.226533,43.53101,0000000000000000001c
0.1465659451168773,Guelph,144,-83.06733,42.306961,00000000000000000045
0.1465659451168773,Guelph,145,-83.06733,42.306961,00000000000000000046
0.1465659451168773,Guelph,146,-83.06733,42.306961,00000000000000000047
0.1465659451168773,Guelph,147,-83.06733,42.306961,00000000000000000048
0.1465659451168773,Guelph,148,-83.06733,42.306961,00000000000000000049
0.1465659451168773,Guelph,149,-83.06733,42.306961,0000000000000000004a
0.1465659451168773,Guelph,150,-83.06733,42.306961,0000000000000000004b
0.1465659451168773,Guelph,177,-83.06733,42.306961,00000000000000000066
0.1465659451168773,Guelph,178,-83.06733,42.306961,00000000000000000067
0.1465659451168773,Guelph,179,-83.06733,42.306961,00000000000000000068
0.1465659451168773,Guelph,180,-83.06733,42.306961,00000000000000000069
0.1465659451168773,Guelph,181,-83.06733,42.306961,0000000000000000006a
0.1465659451168773,Guelph,182,-83.06733,42.306961,0000000000000000006b
0.1465659451168773,Guelph,183,-83.06733,42.306961,0000000000000000006c
0.22184996539595386,Guelph,131,-80.242633,43.537897,00000000000000000038
0.22184996539595386,Guelph,132,-80.242633,43.537897,00000000000000000039
0.22184996539595386,Guelph,133,-80.242633,43.537897,0000000000000000003a
0.22184996539595386,Guelph,134,-80.242633,43.537897,0000000000000000003b
0.22184996539595386,Guelph,135,-80.242633,43.537897,0000000000000000003c
0.22184996539595386,Guelph,136,-80.242633,43.537897,0000000000000000003d
0.22184996539595386,Guelph,137,-80.242633,43.537897,0000000000000000003e
0.22184996539595386,Guelph,165,-80.242633,43.537897,0000000000000000005a
0.22184996539595386,Guelph,166,-80.242633,43.537897,0000000000000000005b
0.22184996539595386,Guelph,167,-80.242633,43.537897,0000000000000000005c
0.22184996539595386,Guelph,168,-80.242633,43.537897,0000000000000000005d
0.22184996539595386,Guelph,169,-80.242633,43.537897,0000000000000000005e
0.22184996539595386,Guelph,170,-80.242633,43.537897,0000000000000000005f
0.22184996539595386,Guelph,171,-80.242633,43.537897,00000000000000000060
0.35378320964543414,Guelph,F104,-80.347906,43.381158,00000000000000000000
0.35378320964543414,Guelph,F44,-80.347906,43.381158,00000000000000000001
0.35378320964543414,Guelph,F47,-80.347906,43.381158,00000000000000000002
0.35378320964543414,Guelph,F49,-80.347906,43.381158,00000000000000000003
0.35378320964543414,Guelph,F50,-80.347906,43.381158,00000000000000000004
0.35378320964543414,Guelph,F53,-80.347906,43.381158,00000000000000000005
0.35378320964543414,Guelph,F59,-80.347906,43.381158,00000000000000000006
0.35378320964543414,Guelph,F64,-80.347906,43.381158,00000000000000000007
0.35378320964543414,Guelph,F67,-80.347906,43.381158,00000000000000000008
0.35378320964543414,Guelph,F76,-80.347906,43.381158,00000000000000000009
0.35378320964543414,Guelph,F88,-80.347906,43.381158,0000000000000000000a
0.35378320964543414,Guelph,F97,-80.347906,43.381158,0000000000000000000b
0.35378320964543414,Guelph,F98,-80.347906,43.381158,0000000000000000000c
0.35378320964543414,Guelph,F99,-80.347906,43.381158,0000000000000000000d
0.3256098724534604,Guelph,124,-80.260665,43.548799,00000000000000000031
0.3256098724534604,Guelph,125,-80.260665,43.548799,00000000000000000032
0.3256098724534604,Guelph,126,-80.260665,43.548799,00000000000000000033
0.3256098724534604,Guelph,127,-80.260665,43.548799,00000000000000000034
0.3256098724534604,Guelph,128,-80.260665,43.548799,00000000000000000035
0.3256098724534604,Guelph,129,-80.260665,43.548799,00000000000000000036
0.3256098724534604,Guelph,130,-80.260665,43.548799,00000000000000000037
0.3256098724534604,Guelph,158,-80.260665,43.548799,00000000000000000053
0.3256098724534604,Guelph,159,-80.260665,43.548799,00000000000000000054
0.3256098724534604,Guelph,160,-80.260665,43.548799,00000000000000000055
0.3256098724534604,Guelph,161,-80.260665,43.548799,00000000000000000056
0.3256098724534604,Guelph,162,-80.260665,43.548799,00000000000000000057
0.3256098724534604,Guelph,163,-80.260665,43.548799,00000000000000000058
0.3256098724534604,Guelph,164,-80.260665,43.548799,00000000000000000059
