stdDev,area,ID_hormone,lon,lat,system:index
0.09453882637990718,Durham,116,-78.954787,36.007553,00000000000000000029
0.10842461078153237,Durham,114,-78.950851,35.997064,00000000000000000027
0.06787401730393935,Durham,113,-78.968051,36.008659,00000000000000000026
0.11655936378441986,Durham,35,-78.945084,36.003242,0000000000000000001d
0.11655936378441986,Durham,40,-78.945084,36.003242,0000000000000000001e
0.11655936378441986,Durham,41,-78.945084,36.003242,0000000000000000001f
0.11655936378441986,Durham,42,-78.945084,36.003242,00000000000000000020
0.11655936378441986,Durham,43,-78.945084,36.003242,00000000000000000021
0.11655936378441986,Durham,44,-78.945084,36.003242,00000000000000000022
0.11655936378441986,Durham,45,-78.945084,36.003242,00000000000000000023
0.11655936378441986,Durham,49,-78.945084,36.003242,00000000000000000024
0.11655936378441986,Durham,52,-78.945084,36.003242,00000000000000000025
0.07127774578568881,Durham,115,-78.941763,35.923553,00000000000000000028
0.026449619003285314,Guelph,138,-80.23725,43.524651,0000000000000000003f
0.026449619003285314,Guelph,139,-80.23725,43.524651,00000000000000000040
0.026449619003285314,Guelph,140,-80.23725,43.524651,00000000000000000041
0.026449619003285314,Guelph,141,-80.23725,43.524651,00000000000000000042
0.026449619003285314,Guelph,142,-80.23725,43.524651,00000000000000000043
0.026449619003285314,Guelph,143,-80.23725,43.524651,00000000000000000044
0.026449619003285314,Guelph,172,-80.23725,43.524651,00000000000000000061
0.026449619003285314,Guelph,173,-80.23725,43.524651,00000000000000000062
0.026449619003285314,Guelph,174,-80.23725,43.524651,00000000000000000063
0.026449619003285314,Guelph,175,-80.23725,43.524651,00000000000000000064
0.026449619003285314,Guelph,176,-80.23725,43.524651,00000000000000000065
0.07468208618704707,Guelph,117,-80.151714,43.539228,0000000000000000002a
0.07468208618704707,Guelph,118,-80.151714,43.539228,0000000000000000002b
0.07468208618704707,Guelph,119,-80.151714,43.539228,0000000000000000002c
0.07468208618704707,Guelph,120,-80.151714,43.539228,0000000000000000002d
0.07468208618704707,Guelph,121,-80.151714,43.539228,0000000000000000002e
0.07468208618704707,Guelph,122,-80.151714,43.539228,0000000000000000002f
0.07468208618704707,Guelph,123,-80.151714,43.539228,00000000000000000030
0.07468208618704707,Guelph,151,-80.151714,43.539228,0000000000000000004c
0.07468208618704707,Guelph,152,-80.151714,43.539228,0000000000000000004d
0.07468208618704707,Guelph,153,-80.151714,43.539228,0000000000000000004e
0.07468208618704707,Guelph,154,-80.151714,43.539228,0000000000000000004f
0.07468208618704707,Guelph,155,-80.151714,43.539228,00000000000000000050
0.07468208618704707,Guelph,156,-80.151714,43.539228,00000000000000000051
0.07468208618704707,Guelph,157,-80.151714,43.539228,00000000000000000052
