mean,area,ID_hormone,lon,lat,system:index
-0.2623758326669471,Durham,1b,-78.959875,36.016182,00000000000000000027
-0.2623758326669471,Durham,1c,-78.959875,36.016182,00000000000000000028
-0.17546320191069942,Durham,61,-78.9412743598,35.9992723384,0000000000000000004e
-0.17734116704383113,Durham,1,-78.941133,36.002672,00000000000000000034
-0.17734116704383113,Durham,2,-78.941133,36.002672,00000000000000000035
-0.17734116704383113,Durham,4,-78.941133,36.002672,00000000000000000036
-0.17734116704383113,Durham,6,-78.941133,36.002672,00000000000000000037
-0.17734116704383113,Durham,9,-78.941133,36.002672,00000000000000000038
-0.17734116704383113,Durham,10,-78.941133,36.002672,00000000000000000039
-0.17734116704383113,Durham,11,-78.941133,36.002672,0000000000000000003a
-0.17734116704383113,Durham,12,-78.941133,36.002672,0000000000000000003b
-0.17734116704383113,Durham,14,-78.941133,36.002672,0000000000000000003c
-0.17734116704383113,Durham,16,-78.941133,36.002672,0000000000000000003d
-0.17734116704383113,Durham,17,-78.941133,36.002672,0000000000000000003e
-0.17734116704383113,Durham,18,-78.941133,36.002672,0000000000000000003f
-0.17734116704383113,Durham,19,-78.941133,36.002672,00000000000000000040
-0.17734116704383113,Durham,22,-78.941133,36.002672,00000000000000000041
-0.17734116704383113,Durham,23,-78.941133,36.002672,00000000000000000042
-0.17734116704383113,Durham,28,-78.941133,36.002672,00000000000000000043
-0.17734116704383113,Durham,32,-78.941133,36.002672,00000000000000000044
-0.17734116704383113,Durham,33,-78.941133,36.002672,00000000000000000045
-0.17734116704383113,Durham,34,-78.941133,36.002672,00000000000000000046
-0.17734116704383113,Durham,36,-78.941133,36.002672,00000000000000000047
-0.17734116704383113,Durham,46,-78.941133,36.002672,00000000000000000048
-0.17734116704383113,Durham,47,-78.941133,36.002672,00000000000000000049
-0.17734116704383113,Durham,54,-78.941133,36.002672,0000000000000000004a
-0.17734116704383113,Durham,35,-78.941133,36.002672,0000000000000000006e
-0.17734116704383113,Durham,40,-78.941133,36.002672,0000000000000000006f
-0.17734116704383113,Durham,41,-78.941133,36.002672,00000000000000000070
-0.17734116704383113,Durham,42,-78.941133,36.002672,00000000000000000071
-0.17734116704383113,Durham,43,-78.941133,36.002672,00000000000000000072
-0.17734116704383113,Durham,44,-78.941133,36.002672,00000000000000000073
-0.17734116704383113,Durham,45,-78.941133,36.002672,00000000000000000074
-0.17734116704383113,Durham,49,-78.941133,36.002672,00000000000000000075
-0.17734116704383113,Durham,52,-78.941133,36.002672,00000000000000000076
-0.17734116704383113,Durham,48,-78.941133,36.002672,000000000000000000be
-0.21190966218093996,Durham,72,-78.9577957615,36.0184954104,0000000000000000002d
-0.24920246332282128,Durham,60,-78.9663976058,36.0117595424,0000000000000000002a
-0.3349378539272193,Guelph,117,-80.151714,43.539228,0000000000000000007b
-0.3349378539272193,Guelph,118,-80.151714,43.539228,0000000000000000007c
-0.3349378539272193,Guelph,119,-80.151714,43.539228,0000000000000000007d
-0.3349378539272193,Guelph,120,-80.151714,43.539228,0000000000000000007e
-0.3349378539272193,Guelph,121,-80.151714,43.539228,0000000000000000007f
-0.3349378539272193,Guelph,122,-80.151714,43.539228,00000000000000000080
-0.3349378539272193,Guelph,123,-80.151714,43.539228,00000000000000000081
-0.3349378539272193,Guelph,151,-80.151714,43.539228,0000000000000000009d
-0.3349378539272193,Guelph,152,-80.151714,43.539228,0000000000000000009e
-0.3349378539272193,Guelph,153,-80.151714,43.539228,0000000000000000009f
-0.3349378539272193,Guelph,154,-80.151714,43.539228,000000000000000000a0
-0.3349378539272193,Guelph,155,-80.151714,43.539228,000000000000000000a1
-0.3349378539272193,Guelph,156,-80.151714,43.539228,000000000000000000a2
-0.3349378539272193,Guelph,157,-80.151714,43.539228,000000000000000000a3
-0.2876317171375212,Guelph,F104,-80.347906,43.381158,00000000000000000051
-0.2876317171375212,Guelph,F44,-80.347906,43.381158,00000000000000000052
-0.2876317171375212,Guelph,F47,-80.347906,43.381158,00000000000000000053
-0.2876317171375212,Guelph,F49,-80.347906,43.381158,00000000000000000054
-0.2876317171375212,Guelph,F50,-80.347906,43.381158,00000000000000000055
-0.2876317171375212,Guelph,F53,-80.347906,43.381158,00000000000000000056
-0.2876317171375212,Guelph,F59,-80.347906,43.381158,00000000000000000057
-0.2876317171375212,Guelph,F64,-80.347906,43.381158,00000000000000000058
-0.2876317171375212,Guelph,F67,-80.347906,43.381158,00000000000000000059
-0.2876317171375212,Guelph,F76,-80.347906,43.381158,0000000000000000005a
-0.2876317171375212,Guelph,F88,-80.347906,43.381158,0000000000000000005b
-0.2876317171375212,Guelph,F97,-80.347906,43.381158,0000000000000000005c
-0.2876317171375212,Guelph,F98,-80.347906,43.381158,0000000000000000005d
-0.2876317171375212,Guelph,F99,-80.347906,43.381158,0000000000000000005e
-0.2644377206300101,Guelph,138,-80.23725,43.524651,00000000000000000090
-0.2644377206300101,Guelph,139,-80.23725,43.524651,00000000000000000091
-0.2644377206300101,Guelph,140,-80.23725,43.524651,00000000000000000092
-0.2644377206300101,Guelph,141,-80.23725,43.524651,00000000000000000093
-0.2644377206300101,Guelph,142,-80.23725,43.524651,00000000000000000094
-0.2644377206300101,Guelph,143,-80.23725,43.524651,00000000000000000095
-0.2644377206300101,Guelph,172,-80.23725,43.524651,000000000000000000b2
-0.2644377206300101,Guelph,173,-80.23725,43.524651,000000000000000000b3
-0.2644377206300101,Guelph,174,-80.23725,43.524651,000000000000000000b4
-0.2644377206300101,Guelph,175,-80.23725,43.524651,000000000000000000b5
-0.2644377206300101,Guelph,176,-80.23725,43.524651,000000000000000000b6
-0.07442336992639116,Guelph,144,-83.06733,42.306961,00000000000000000096
-0.07442336992639116,Guelph,145,-83.06733,42.306961,00000000000000000097
-0.07442336992639116,Guelph,146,-83.06733,42.306961,00000000000000000098
-0.07442336992639116,Guelph,147,-83.06733,42.306961,00000000000000000099
-0.07442336992639116,Guelph,148,-83.06733,42.306961,0000000000000000009a
-0.07442336992639116,Guelph,149,-83.06733,42.306961,0000000000000000009b
-0.07442336992639116,Guelph,150,-83.06733,42.306961,0000000000000000009c
-0.07442336992639116,Guelph,177,-83.06733,42.306961,000000000000000000b7
-0.07442336992639116,Guelph,178,-83.06733,42.306961,000000000000000000b8
-0.07442336992639116,Guelph,179,-83.06733,42.306961,000000000000000000b9
-0.07442336992639116,Guelph,180,-83.06733,42.306961,000000000000000000ba
-0.07442336992639116,Guelph,181,-83.06733,42.306961,000000000000000000bb
-0.07442336992639116,Guelph,182,-83.06733,42.306961,000000000000000000bc
-0.07442336992639116,Guelph,183,-83.06733,42.306961,000000000000000000bd
-0.1965579928571792,Guelph,131,-80.242633,43.537897,00000000000000000089
-0.1965579928571792,Guelph,132,-80.242633,43.537897,0000000000000000008a
-0.1965579928571792,Guelph,133,-80.242633,43.537897,0000000000000000008b
-0.1965579928571792,Guelph,134,-80.242633,43.537897,0000000000000000008c
-0.1965579928571792,Guelph,135,-80.242633,43.537897,0000000000000000008d
-0.1965579928571792,Guelph,136,-80.242633,43.537897,0000000000000000008e
-0.1965579928571792,Guelph,137,-80.242633,43.537897,0000000000000000008f
-0.1965579928571792,Guelph,165,-80.242633,43.537897,000000000000000000ab
-0.1965579928571792,Guelph,166,-80.242633,43.537897,000000000000000000ac
-0.1965579928571792,Guelph,167,-80.242633,43.537897,000000000000000000ad
-0.1965579928571792,Guelph,168,-80.242633,43.537897,000000000000000000ae
-0.1965579928571792,Guelph,169,-80.242633,43.537897,000000000000000000af
-0.1965579928571792,Guelph,170,-80.242633,43.537897,000000000000000000b0
-0.1965579928571792,Guelph,171,-80.242633,43.537897,000000000000000000b1
-0.2351627770787817,Guelph,124,-80.260665,43.548799,00000000000000000082
-0.2351627770787817,Guelph,125,-80.260665,43.548799,00000000000000000083
-0.2351627770787817,Guelph,126,-80.260665,43.548799,00000000000000000084
-0.2351627770787817,Guelph,127,-80.260665,43.548799,00000000000000000085
-0.2351627770787817,Guelph,128,-80.260665,43.548799,00000000000000000086
-0.2351627770787817,Guelph,129,-80.260665,43.548799,00000000000000000087
-0.2351627770787817,Guelph,130,-80.260665,43.548799,00000000000000000088
-0.2351627770787817,Guelph,158,-80.260665,43.548799,000000000000000000a4
-0.2351627770787817,Guelph,159,-80.260665,43.548799,000000000000000000a5
-0.2351627770787817,Guelph,160,-80.260665,43.548799,000000000000000000a6
-0.2351627770787817,Guelph,161,-80.260665,43.548799,000000000000000000a7
-0.2351627770787817,Guelph,162,-80.260665,43.548799,000000000000000000a8
-0.2351627770787817,Guelph,163,-80.260665,43.548799,000000000000000000a9
-0.2351627770787817,Guelph,164,-80.260665,43.548799,000000000000000000aa
0.004505258357282186,Guelph,F17,-80.226533,43.53101,0000000000000000005f
0.004505258357282186,Guelph,F22,-80.226533,43.53101,00000000000000000060
0.004505258357282186,Guelph,F25,-80.226533,43.53101,00000000000000000061
0.004505258357282186,Guelph,F34,-80.226533,43.53101,00000000000000000062
0.004505258357282186,Guelph,F45,-80.226533,43.53101,00000000000000000063
0.004505258357282186,Guelph,F46,-80.226533,43.53101,00000000000000000064
0.004505258357282186,Guelph,F48,-80.226533,43.53101,00000000000000000065
0.004505258357282186,Guelph,F51,-80.226533,43.53101,00000000000000000066
0.004505258357282186,Guelph,F57,-80.226533,43.53101,00000000000000000067
0.004505258357282186,Guelph,F61,-80.226533,43.53101,00000000000000000068
0.004505258357282186,Guelph,F66,-80.226533,43.53101,00000000000000000069
0.004505258357282186,Guelph,F68,-80.226533,43.53101,0000000000000000006a
0.004505258357282186,Guelph,F72,-80.226533,43.53101,0000000000000000006b
0.004505258357282186,Guelph,F77,-80.226533,43.53101,0000000000000000006c
0.004505258357282186,Guelph,F80,-80.226533,43.53101,0000000000000000006d
