ndvi_mean,area,ID_hormone,lon,lat,ndvi_sd,ndbi_mean,ndbi_sd
0.36772020242756864,Durham,116,-78.954787,36.007553,0.09453882637990718,0.45451069954654794,0.06644770808382243
0.5097357668789952,Durham,114,-78.950851,35.997064,0.10842461078153236,0.08104799945631028,0.06953364322535223
0.3818274214917512,Durham,113,-78.968051,36.008659,0.06787401730393935,0.06083817682313195,0.05403323665482883
0.38200546353568704,Durham,35,-78.945084,36.003242,0.11655936378441985,0.22407284298260158,0.0942577586215625
0.38200546353568704,Durham,40,-78.945084,36.003242,0.11655936378441985,0.22407284298260158,0.0942577586215625
0.38200546353568704,Durham,41,-78.945084,36.003242,0.11655936378441985,0.22407284298260158,0.0942577586215625
0.38200546353568704,Durham,42,-78.945084,36.003242,0.11655936378441985,0.22407284298260158,0.0942577586215625
0.38200546353568704,Durham,43,-78.945084,36.003242,0.11655936378441985,0.22407284298260158,0.0942577586215625
0.38200546353568704,Durham,44,-78.945084,36.003242,0.11655936378441985,0.22407284298260158,0.0942577586215625
0.38200546353568704,Durham,45,-78.945084,36.003242,0.11655936378441985,0.22407284298260158,0.0942577586215625
0.38200546353568704,Durham,49,-78.945084,36.003242,0.11655936378441985,0.22407284298260158,0.0942577586215625
0.38200546353568704,Durham,52,-78.945084,36.003242,0.11655936378441985,0.22407284298260158,0.0942577586215625
0.4275236872209207,Durham,115,-78.941763,35.923553000000005,0.07127774578568881,0.21992373965402978,0.06872603037180526
0.3794518875418769,Guelph,138,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.3794518875418769,Guelph,139,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.3794518875418769,Guelph,140,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.3794518875418769,Guelph,141,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.3794518875418769,Guelph,142,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.3794518875418769,Guelph,143,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.3794518875418769,Guelph,172,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.3794518875418769,Guelph,173,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.3794518875418769,Guelph,174,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.3794518875418769,Guelph,175,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.3794518875418769,Guelph,176,-80.23725,43.524651,0.026449619003285317,0.20769351548403242,0.023497159477467063
0.4982358312068518,Guelph,117,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,118,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,119,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,120,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,121,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,122,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,123,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,151,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,152,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,153,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,154,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,155,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,156,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.4982358312068518,Guelph,157,-80.151714,43.539228,0.07468208618704708,0.0,0.046434002622234884
0.1734567715396014,Guelph,F17,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F22,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F25,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F34,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F45,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F46,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F48,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F51,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F57,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F61,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F66,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F68,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
0.1734567715396014,Guelph,F72,-80.22653299999999,43.531009999999995,0.0980528553575608,1.0,0.0936275050295098
